task_id,cells
f_ba26dd78c96890ccd8b6,"[[2, 1], [2, 4], [3, 1], [3, 4], [4, 1], [4, 2], [4, 4], [4, 5], [5, 1], [5, 2], [5, 4], [5, 5], [6, 1], [6, 4]]"
f_0c684aa9f82c4996949f,"[[22, 0], [23, 0], [23, 1]]"
f_9d365134fff0fe516b21,"[[10, 0], [10, 1], [10, 2], [11, 0], [12, 0], [12, 1], [13, 0], [15, 1]]"
f_209a8abb47ba588b8056,"[[4, 0], [4, 1], [4, 3], [4, 5], [5, 0], [5, 1], [5, 5], [6, 0], [6, 1], [6, 3], [6, 5], [7, 0], [7, 1], [7, 3], [7, 5], [8, 0], [8, 1], [8, 3], [8, 5], [9, 0], [9, 1], [9, 5], [10, 0], [10, 1], [10, 5]]"
f_f36ec5e6b2c29992318d,"[[5, 0], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2]]"
f_39ad8c5ee2a26b237020,"[[9, 0], [10, 0], [10, 1], [10, 2], [11, 0], [12, 0]]"
f_6f2a3ec0bf500790c838,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [12, 7], [12, 8]]"
f_fef2966e58bd13aa68a2,"[[1, 0], [1, 1], [1, 6], [2, 0], [2, 1], [4, 0], [4, 1]]"
f_1e2943b5861668bf0cac,"[[13, 0], [13, 1], [13, 2], [13, 3], [18, 0], [18, 1], [18, 2], [18, 3]]"
f_b584ccca587a7daba20e,"[[20, 0], [21, 0], [22, 0], [22, 1], [22, 2], [22, 4]]"
f_b68abb25a149b8507469,"[[1, 4], [2, 1], [2, 3], [2, 4]]"
f_7dc76f88009286772e8d,"[[8, 0], [8, 1], [8, 2], [9, 0], [9, 1], [9, 2], [11, 0], [11, 1], [12, 0], [12, 1], [12, 2]]"
f_ca39ac442a50beb75404,"[[4, 0], [4, 3], [5, 0], [5, 1], [5, 2]]"
f_18b40815908ff9a0e514,"[[1, 1], [1, 2], [4, 3]]"
f_9b67590d19ddf385cd2a,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 11]]"
f_b7bc0b32540d7efd0282,"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 8], [6, 9]]"
f_11573bfb8fbab456e437,"[[1, 0], [1, 2], [1, 4], [2, 2], [3, 2], [5, 2], [6, 2], [7, 2]]"
f_a7435814a2dd3dd078b6,"[[13, 0], [13, 1], [13, 2], [14, 0], [14, 1]]"
f_6c176168c55f8e407603,"[[18, 0], [18, 3], [18, 4], [18, 6], [19, 0], [19, 3], [19, 4], [19, 5], [19, 6]]"
f_dcf7355a6a00a4657309,"[[1, 1], [1, 2], [1, 3], [13, 2], [13, 3]]"
f_52269867b3e0e8bc6aaf,"[[12, 0], [12, 2], [15, 0], [15, 2], [15, 3], [15, 4], [15, 5], [17, 0], [17, 5]]"
f_97ce1c014ca5d067e738,"[[3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 2], [4, 3]]"
f_e2d36e7cf9dd2be2eb41,"[[1, 0], [1, 1], [1, 2]]"
f_0bd02e91ae2b3050a6dd,"[[1, 0], [1, 1], [1, 2], [1, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_1a2294586ecec597316d,"[[2, 5], [3, 5]]"
f_2e25d6f2a43ede357a7d,"[[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [9, 0]]"
f_01c41d19b87b405f832e,"[[3, 1], [4, 1], [4, 2], [4, 3], [4, 4]]"
f_3b7368927b63d88c0eb1,"[[2, 0], [2, 1], [2, 2], [11, 0], [11, 1], [11, 2]]"
f_8feb2c7ca69e00745657,"[[12, 0], [13, 0], [14, 0], [14, 1], [14, 3], [14, 5], [20, 0], [21, 0], [22, 0], [23, 0], [23, 1], [23, 3], [23, 5], [24, 0]]"
f_aedbb70e58eecf313493,"[[1, 1], [1, 2], [2, 1], [2, 2], [8, 3]]"
f_bb22db4c6205a017d65c,"[[1, 1], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_eec241fe6f2f5a22485a,"[[1, 1], [1, 4], [2, 1], [2, 4], [3, 1], [3, 4], [4, 1], [4, 4], [5, 1], [5, 2], [5, 3], [5, 4], [6, 1], [6, 4]]"
f_d5e703114b79bfd4b88e,"[[2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4]]"
f_80e75a1f35ea152bc54a,"[[5, 3], [6, 3], [7, 3], [8, 3]]"
f_c37b48016c9d1288206d,"[[2, 0], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]]"
f_9566d5aadb27e279c027,"[[7, 1], [8, 0], [8, 1], [8, 2], [8, 3], [8, 4]]"
f_7727e356c7a9ef07843d,"[[1, 2], [5, 2]]"
f_864d34ac447801120174,"[[1, 0], [1, 2], [1, 5]]"
f_84bd7def4d366d2bf9b3,"[[12, 0], [12, 2], [12, 3], [12, 4], [12, 5], [13, 0], [13, 2], [13, 3], [13, 4], [13, 5]]"
f_6bcfe86343da7e530a30,"[[6, 0], [7, 0], [7, 1], [7, 4]]"
f_130b6020e2c2a2f03954,"[[1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [3, 3]]"
f_f6d83049c2e8d0e0309b,"[[19, 0], [19, 2], [19, 3]]"
f_3c783c24d4863ff24ef5,"[[1, 1], [1, 2], [2, 1], [2, 2]]"
f_83f6b353c74dfe79169b,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_aa9fe6dbb5215bb3e7e1,"[[2, 1], [2, 3], [5, 1], [5, 3], [6, 1], [6, 3], [8, 1], [8, 3], [10, 1], [10, 3], [11, 1], [11, 3]]"
f_0334a38bb9cc98142c39,"[[3, 0], [3, 1], [3, 2], [3, 3]]"
f_1d214d52887a2bb38b42,"[[1, 0], [1, 3], [1, 4], [14, 0], [14, 3], [14, 4]]"
f_116d971cc50009d1ff63,"[[11, 0], [11, 1], [11, 5], [12, 0], [12, 1], [12, 5]]"
f_5ec59eee29e422cd354f,"[[3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]"
f_e20e0e7a3f3be0b9802a,"[[5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 9], [8, 10], [9, 0], [9, 9], [9, 10]]"
f_902ce8969760f1ef6851,"[[18, 0], [18, 1], [18, 2], [18, 4], [19, 0], [19, 1], [19, 2], [19, 4]]"
f_5f29d032b3fed67df6f9,"[[7, 0], [7, 2], [8, 0], [8, 1], [8, 2], [9, 0], [9, 2], [10, 0]]"
f_5704ead996d9cbd2b0e6,"[[1, 0], [1, 2], [1, 4], [2, 0], [2, 2], [2, 4]]"
f_5f92eeb683dec3be06fa,"[[1, 2], [1, 3], [2, 3]]"
f_67b4324b20184a6db9e7,"[[9, 0], [9, 1], [9, 2], [9, 3], [10, 0], [10, 1], [10, 2]]"
f_3acab141b7fe5f7d27f6,"[[4, 0], [4, 1], [4, 3], [4, 4], [5, 0], [5, 1], [5, 3], [6, 0], [6, 1]]"
f_f9c21b26f9039f851b73,"[[2, 2], [2, 4], [3, 1], [3, 2], [3, 4], [3, 5]]"
f_4d37ec49a5e5edbb3262,"[[16, 1], [17, 1], [18, 0], [18, 1], [18, 2], [19, 1], [20, 1]]"
f_3a4dc07d1decde514be4,"[[7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2]]"
f_4986e2898383f6a43f71,"[[2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 0], [12, 1], [12, 2], [13, 1], [13, 2], [14, 2], [15, 2]]"
f_e31c08c68406b353277c,"[[4, 1], [4, 2], [4, 3], [4, 10], [5, 1], [5, 2], [5, 3], [5, 10], [6, 1], [6, 2], [6, 3], [6, 10], [7, 1], [7, 2], [7, 3], [7, 10]]"
f_f337da46587b0edb4b56,"[[3, 3], [4, 3], [5, 1], [5, 3], [5, 4], [5, 5]]"
f_0cdf4b907f12463e5492,"[[1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 4]]"
f_b6cbd8b48afca5803ab0,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0]]"
f_43b7ac16e78a36081a12,"[[1, 1], [4, 0], [4, 1], [4, 4]]"
f_41ebc1c19be95a35e6f3,"[[1, 0], [2, 0], [3, 0], [3, 1], [3, 3], [3, 4]]"
f_e858c07ad6d9e2e4b77b,"[[3, 0], [4, 0], [4, 1], [5, 0], [5, 1], [5, 2]]"
f_9fd90a31d4f472af98ec,"[[29, 0], [30, 0], [30, 1]]"
f_e873ef85dfb0b371add0,"[[8, 0], [9, 0], [10, 0], [10, 1], [10, 2], [10, 3]]"
f_04d04647abc808a337d7,"[[2, 0], [2, 1], [2, 2]]"
f_15760eab16e4d1a02661,"[[1, 4], [2, 4], [3, 4], [4, 4], [5, 0], [5, 4], [6, 0], [6, 4], [7, 0], [7, 4], [8, 0], [8, 4], [9, 0], [9, 4], [10, 0], [10, 4]]"
f_999cd502e04fbc4ca2ef,"[[3, 0], [3, 1], [3, 4], [4, 0], [4, 1], [4, 4]]"
f_826843c2299f40208520,"[[3, 0], [3, 2], [3, 3], [3, 4], [3, 5], [6, 0], [6, 2], [6, 3], [6, 4], [6, 5]]"
f_a861acd51c0488973063,"[[0, 0], [0, 2], [1, 4]]"
f_20ad51f1fd4a052014dd,"[[1, 1], [1, 3], [1, 4], [2, 1], [2, 3], [2, 4], [3, 1], [3, 3], [3, 4]]"
f_aab6d3365f3181f04fd1,"[[3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]"
f_76bb070bddd7a9c7600d,"[[11, 1], [11, 2], [12, 0], [12, 1], [12, 2], [13, 0], [14, 0], [15, 0]]"
f_98da4dfc95d987d837fa,"[[18, 0], [19, 0], [19, 1], [19, 2], [19, 3], [19, 4], [20, 0]]"
f_c4d5dc0d1f1c2a5094ae,"[[1, 1], [1, 2], [2, 1], [2, 2], [10, 3]]"
f_00887bf0646f0810cd89,"[[6, 0], [6, 1], [6, 4]]"
f_32529328b38052bfe5bb,"[[5, 6], [5, 8], [5, 9], [5, 10], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10]]"
f_683d71b1e5df8a9fe094,"[[5, 1], [6, 0], [6, 1]]"
f_27296ff77423c65024bd,"[[11, 0], [12, 0], [12, 1], [12, 3]]"
f_1ccd1bd83c9388cd7611,"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [13, 1], [14, 1], [15, 1], [16, 1], [16, 2], [17, 1], [17, 2], [18, 1], [18, 2], [19, 0], [19, 1], [19, 2]]"
f_6bebaff052db4c934ac6,"[[8, 0], [9, 0], [10, 0], [11, 0], [11, 1], [11, 2], [11, 4], [12, 0], [16, 0], [17, 0], [18, 0], [19, 0], [19, 1], [19, 2], [19, 4], [20, 0], [20, 1], [21, 0], [22, 0], [23, 0], [24, 0], [24, 1], [25, 0], [25, 1], [25, 2], [25, 4], [26, 0], [26, 1], [27, 0], [28, 0], [29, 0], [30, 0], [30, 1], [30, 2], [30, 4]]"
f_b0cc39d3393b6f3c7915,"[[1, 1], [1, 2], [5, 0], [5, 1], [5, 2], [5, 3]]"
f_ce9d62117b19ede0221a,"[[1, 0], [1, 1], [1, 5], [2, 0], [2, 1], [2, 5]]"
f_b37b699ff9c894270b3b,"[[2, 0], [3, 0], [3, 1], [4, 0], [5, 0], [5, 1], [6, 0]]"
f_33ecd6a89783d69c1a74,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_aadba7bbec983180e29f,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [5, 0], [5, 1]]"
f_85de17af93f671086606,"[[1, 0], [1, 1], [1, 2]]"
f_4fbc1feb28bd2c7d51f3,"[[1, 1], [2, 0], [2, 1]]"
f_8e94c5b5a45cc0f07b00,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 0], [5, 1], [5, 2], [5, 3], [5, 5], [6, 1], [7, 1], [8, 1], [9, 1]]"
f_87831b38b1f72ffa6cee,"[[1, 0], [1, 1], [1, 5], [2, 0], [2, 1], [2, 5], [3, 0], [3, 1], [3, 5]]"
f_52e641020d5edd03c4ee,"[[4, 0], [4, 1], [4, 3], [10, 0], [11, 0], [11, 1], [11, 3]]"
f_865d69cd4e4a7f17a93d,"[[13, 0], [14, 0], [14, 1], [14, 3], [14, 4], [15, 0]]"
f_ee5bb3cc4336b1faeeac,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]]"
f_b4c1ae08ddf22e450b0f,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_ba09031bd60fe195c695,"[[5, 1], [5, 2], [5, 3], [6, 1], [6, 2], [6, 3], [7, 1], [7, 2], [7, 3]]"
f_db4910536f0d9393baaf,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 2]]"
f_577499caadc398f3ae1f,"[[25, 0], [25, 1], [25, 3], [26, 0], [26, 1], [26, 2], [26, 3]]"
f_ae77bd075a26be5cc4fd,"[[9, 0], [10, 0], [10, 2], [10, 3], [11, 2]]"
f_ebc30ab0aa7bbb6cdc49,"[[4, 0], [4, 1], [5, 0], [5, 1]]"
f_2f525164cab7fad17159,"[[8, 0], [8, 1], [8, 2], [8, 4], [8, 5], [9, 0], [10, 0], [10, 1], [10, 2], [10, 4], [10, 5]]"
f_6fd5e3be513410c66e81,"[[15, 0], [16, 0], [16, 1], [16, 4]]"
f_da2dcd9c3e3514f91e02,"[[10, 0], [10, 1], [10, 2], [11, 0], [11, 1], [11, 2], [11, 3]]"
f_c8455a3a5a8501552265,"[[20, 0], [21, 0], [21, 1], [21, 3], [22, 0], [24, 0], [24, 1], [24, 3]]"
f_29ff578f1097f03f402a,"[[12, 0], [12, 1], [12, 2], [13, 0], [13, 1], [13, 2], [14, 0], [15, 0], [15, 1], [15, 2], [16, 0], [16, 1], [16, 2], [17, 0], [17, 1], [17, 2], [18, 0], [18, 4], [18, 9]]"
f_a4d1fbe9356aaf967189,"[[11, 0], [11, 5], [12, 0], [12, 5], [13, 0], [13, 5], [19, 0], [19, 5]]"
f_f318f5fb74dd0925ab30,"[[3, 2], [3, 3], [3, 4], [3, 5], [4, 2], [4, 3], [4, 4], [4, 5]]"
f_9e3d395140e8286e4ddf,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_778502c90dbf9dd377ac,"[[1, 0], [2, 0], [2, 1], [2, 2]]"
f_34a69067c86ad9375300,"[[22, 0], [22, 1], [22, 2], [22, 3], [23, 0], [23, 1], [23, 2], [23, 3]]"
f_2826c675d7e05b1a2b75,"[[2, 0], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 1], [5, 3], [6, 0], [6, 3], [7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [8, 0], [9, 0], [9, 1], [9, 2], [9, 3], [9, 4], [10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [11, 3]]"
f_0f02fa42a11508339458,"[[5, 1], [5, 2], [9, 1], [9, 2], [10, 1], [10, 2]]"
f_ae4704018aa374d90e6e,"[[4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 3], [6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [7, 3], [8, 0], [8, 1], [8, 3], [9, 0], [9, 1], [9, 3], [10, 0], [10, 1], [10, 3], [11, 0], [11, 1], [11, 3], [12, 0], [12, 1], [12, 3]]"
f_117620df7ebe486a1963,"[[13, 0], [13, 1], [13, 2], [13, 3], [13, 4], [13, 5], [13, 6], [13, 7], [13, 8], [13, 9], [13, 10], [20, 0], [20, 1]]"
f_71b045463cc6b0439ba3,"[[13, 0], [13, 1], [13, 2], [13, 3], [16, 0], [16, 1], [16, 2], [16, 3]]"
f_9cb26e67c5e749b66fa5,"[[1, 0], [1, 2], [1, 5], [2, 0], [2, 2], [2, 5]]"
f_4e511f1943c8249274ab,"[[2, 1], [2, 3], [3, 1], [3, 2], [3, 4]]"
f_6485e7e8e6050b3fbbe9,"[[5, 0], [5, 1], [5, 2], [6, 0], [7, 0], [8, 0], [8, 1], [9, 0]]"
f_37c22ce1f7b9dff86bea,"[[7, 0], [7, 1], [7, 3], [7, 4], [8, 0], [8, 1], [9, 0], [9, 1], [9, 3], [9, 4], [10, 0]]"
f_ef03e732ac8d164749d9,"[[4, 0], [5, 0], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]"
f_310bf272c2fe36181d70,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 5]]"
f_bcf0c1676c8540737dbc,"[[2, 0], [2, 1], [2, 2], [3, 0]]"
f_809a3fc4a4f093fe5f2b,"[[14, 0], [15, 0], [15, 1], [15, 2], [15, 3]]"
f_fc57fb3ecf54d6f5d87f,"[[16, 0], [16, 1], [16, 2], [16, 3], [16, 4], [17, 0], [17, 1], [17, 2], [17, 3], [17, 4], [18, 0], [18, 1], [18, 2], [18, 3], [18, 4], [19, 0], [19, 1], [19, 2], [19, 3], [19, 4], [20, 0], [20, 2], [20, 4], [21, 2], [21, 4]]"
f_2b87f13fbea764856cfa,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [14, 3], [14, 4], [14, 5], [16, 3], [16, 4], [16, 5]]"
f_053a7fe7b0910fe5cc06,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [11, 1], [12, 0], [12, 8]]"
f_951f4f009e6440af4ed1,"[[13, 1], [13, 2], [14, 1], [14, 2]]"
f_f584d66dae638e1b744b,"[[8, 0], [9, 0], [10, 0], [11, 0], [11, 1], [11, 2]]"
f_806383e3bc6fda675719,"[[10, 0], [10, 1], [10, 3]]"
f_4eb686d636a539b1814a,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_f844841953e9db0501fd,"[[8, 0], [9, 0], [9, 1], [9, 3], [10, 0], [10, 1], [10, 3], [11, 0], [12, 0], [13, 0], [13, 1], [13, 3], [14, 0]]"
f_b2bdfd74fa08a94ba109,"[[3, 0], [3, 1], [3, 3]]"
f_b2fe483915505e3951ec,"[[1, 1], [1, 2], [2, 1], [2, 2], [7, 3]]"
f_23b02edeecd61ad09262,"[[1, 2], [1, 5], [1, 6], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]]"
f_a4ea3d2d8f9596d0f2a1,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3]]"
f_4e8b9803bbf58a759ab4,"[[6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [7, 2], [7, 3]]"
f_a65259581a5f9dcb1b0c,"[[2, 0], [2, 3], [3, 0], [3, 3]]"
f_994e69d3d61a9ba0be3c,"[[1, 1], [1, 2], [3, 3]]"
f_88a1fc64e39c89a5bd50,"[[1, 0], [1, 3], [2, 0], [2, 3], [4, 3]]"
f_3640238370bb4f380d67,"[[1, 0], [1, 1], [1, 2], [7, 0], [7, 1], [7, 2]]"
f_6b17b91fc7e2b7280265,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 3]]"
f_de9f5ba84822dca36b74,"[[2, 6], [6, 6]]"
f_11d6f22f3768345d6899,"[[4, 0], [4, 1], [4, 10], [5, 0], [5, 1], [5, 10]]"
f_bd1f23d03935d81b72eb,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [6, 0], [6, 1]]"
f_aa013d7004e7f6ac2f22,"[[2, 0], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 3], [3, 4], [3, 5], [3, 6]]"
f_8826d5622692a78c42e4,"[[2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2]]"
f_4bf7460d4b7732d6ce56,"[[13, 1], [13, 3], [13, 4], [20, 1], [20, 3], [20, 4]]"
f_4eee53ff868c066884ca,"[[16, 0], [17, 0], [17, 1], [17, 4]]"
f_7a7fcb2f9e4634f9646a,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_353a534adc3887c53077,"[[3, 0], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_52fca2ff5a4df6650b43,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [12, 9], [12, 10]]"
f_fa67502df05639e0e8ab,"[[1, 1], [1, 3], [1, 4], [3, 1], [3, 3], [3, 4], [5, 1], [5, 3], [5, 4], [13, 1], [13, 3], [13, 4], [17, 1], [17, 3], [17, 4], [22, 1], [22, 3], [22, 4]]"
f_957456a20405d6c0f678,"[[15, 0], [16, 0], [17, 0], [18, 0], [18, 1], [18, 2], [19, 0]]"
f_42c365059721a256b65a,"[[5, 0], [5, 1], [5, 2], [6, 1], [6, 2], [12, 1], [12, 2], [17, 0], [17, 1], [17, 2], [18, 0], [19, 1], [19, 2]]"
f_b5db8492dd62df8dcdb7,"[[7, 1], [8, 0], [8, 1], [8, 5], [8, 7]]"
f_2c1155684d147660d2a2,"[[5, 0], [6, 0], [6, 1], [6, 2], [6, 3]]"
f_4edacdc8a23c31265d10,"[[9, 0], [10, 0], [11, 0], [11, 1], [11, 2]]"
f_4103ff532766cd11348d,"[[9, 0], [9, 1], [9, 2], [11, 0], [11, 1], [11, 2], [14, 0], [14, 1], [14, 2]]"
f_121bd3d553aa77707059,"[[13, 0], [13, 1], [13, 3], [14, 0], [14, 1], [14, 3], [15, 0], [15, 1], [15, 3]]"
f_299556db498cd56eccc9,"[[2, 1], [5, 0], [5, 1], [5, 3]]"
f_b40c0973d795191498c3,"[[2, 1], [2, 2], [2, 4], [2, 5], [3, 1], [3, 2], [3, 4], [3, 5]]"
f_8aefc74efb957047bae4,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [8, 0], [9, 0], [10, 0], [11, 0]]"
f_7096c61bbdd8f7650219,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_58ad5782ede641ea8207,"[[16, 0], [16, 1], [17, 0], [17, 1], [18, 0], [18, 1], [19, 0], [19, 1], [20, 0], [20, 11]]"
f_77bcc4a19681be742bce,"[[6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 2], [11, 1], [11, 2], [11, 3], [11, 4], [12, 1], [12, 2], [12, 3], [12, 4], [13, 1], [13, 2], [13, 3], [13, 4]]"
f_c4cf61864a11e942525f,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [4, 0]]"
f_27d5aab4bbd6201de265,"[[1, 2], [2, 1], [2, 2], [2, 4]]"
f_00ef3e00066c7bf09d08,"[[9, 0], [9, 1], [9, 2], [9, 3]]"
f_973b9574afeeb5e78320,"[[3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 1], [5, 2]]"
f_3f70d9898afaff47e657,"[[16, 0], [17, 0], [17, 1], [18, 0], [18, 1]]"
f_f6ee6dea32d718691c2b,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_39bacf3df27b90a7d2f1,"[[1, 1], [1, 2], [2, 1], [2, 2], [10, 3]]"
f_74426b06381f8e969e29,"[[2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 4]]"
f_525689045fbece145866,"[[2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 3]]"
f_39988b8bf6b3b695f1c8,"[[11, 0], [12, 0], [12, 1], [12, 3], [12, 4], [12, 5], [13, 0]]"
f_a26a3b9ff37c4fe02ddf,"[[2, 7], [3, 0], [3, 7], [4, 0], [4, 1], [4, 7], [5, 0], [5, 7], [6, 0], [6, 7], [7, 7]]"
f_8d91cf436287b0301888,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_17d52b531fee4c75214b,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [5, 0], [6, 0], [6, 1], [6, 3], [6, 4], [6, 5]]"
f_c729738d40d66d3daa4a,"[[2, 1], [3, 1], [6, 1], [16, 1], [18, 1], [22, 1]]"
f_a03d6be26a4a37379263,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [7, 3]]"
f_1ccd3cba62e0921adeaf,"[[4, 0], [4, 1], [5, 0], [5, 1], [8, 0], [8, 1], [9, 0], [9, 1], [11, 0], [11, 1]]"
f_836a40ad99bcf5a2097b,"[[1, 1], [2, 0], [2, 1], [2, 3], [2, 4]]"
f_e983af4c822ff652e2c3,"[[10, 0], [10, 1], [10, 2], [10, 3], [18, 0], [18, 1], [18, 2], [18, 3]]"
f_13787b231bbdea81bfd5,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [14, 0], [14, 1], [14, 2], [14, 3], [14, 4], [14, 5], [26, 2]]"
f_3f4c34c2baca70941175,"[[1, 2], [1, 3], [1, 4], [2, 1], [2, 2], [2, 3], [2, 4]]"
f_e462b94ec50f01377c57,"[[8, 0], [8, 1], [9, 0], [9, 1], [9, 2]]"
f_fbaf231742130e276efb,"[[8, 1], [8, 2], [8, 5]]"
f_f4102e983fa699ec5f49,"[[18, 0], [18, 1], [18, 2], [18, 3], [18, 4]]"
f_44d074a201e24b3ffdf9,"[[2, 1], [2, 2], [2, 4], [4, 1], [4, 2]]"
f_76491699a981f27d44cf,"[[1, 0], [1, 2], [3, 2], [3, 3], [3, 5], [30, 2], [30, 4]]"
f_d5ad007eb5c0f92cab30,"[[2, 0], [2, 1], [2, 2]]"
f_b77c1868b89b2d0abf16,"[[16, 1], [16, 2], [16, 3], [16, 4]]"
f_fffbb0af094f0537fc63,"[[14, 2], [15, 0], [15, 1], [15, 2], [15, 3], [15, 4], [16, 0], [17, 0], [18, 0]]"
f_cafb518f7b67b03e459b,"[[4, 0], [5, 0], [5, 1], [5, 5]]"
f_b82d98f585758e77ab32,"[[4, 0], [4, 1], [4, 2], [4, 3], [7, 0], [7, 1], [7, 2], [7, 3]]"
f_fe09c94287d7be45774a,"[[21, 1], [21, 2], [21, 3], [22, 1], [22, 2], [22, 3], [23, 0], [23, 1], [23, 2], [23, 3], [24, 0], [24, 1], [24, 2], [24, 3], [25, 0], [25, 1], [25, 2]]"
f_08587c3c99997b9671ed,"[[2, 0], [3, 0], [3, 1], [3, 5]]"
f_aa62f82de628f8464000,"[[5, 1], [5, 2], [5, 4], [6, 1], [6, 2], [6, 4]]"
f_1ab0ad48d8428dc29b45,"[[3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
